Video_ID,Channel_ID,Video_Title,Published_At,Thumbnails,Comments,Likes,Views,Duration,Start_Time,End_Time,Scheduled_Time,Topic_Category
A2FoybMAnp8,UCaIrY40rwEf51POKMybW-Eg,Cua xem Linh giả lập làm Cua | Grab Champion | NIKA LAN LINH,2023-05-28T15:47:54Z,https://i.ytimg.com/vi/A2FoybMAnp8/default.jpg,8,231,1578,PT2H55M38S,2023-05-28T12:00:35Z,2023-05-28T14:56:24Z,2023-05-28T12:00:26Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
h0RIF8WE3Cg,UCaIrY40rwEf51POKMybW-Eg,Khám phá con game bắn nhau mới cùng Linh nè |VEILED EXPERTS | NIKA LAN LINH,2023-05-26T16:00:49Z,https://i.ytimg.com/vi/h0RIF8WE3Cg/default.jpg,3,192,1335,PT3H22M9S,2023-05-26T12:06:34Z,2023-05-26T15:28:41Z,2023-05-26T12:06:27Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
WWFgCSlOUTI,UCaIrY40rwEf51POKMybW-Eg,Hóa Thân Thành Củ Khoai Tây | Stream Không Lời | BROTATO | NIKA LAN LINH,2023-05-24T19:38:21Z,https://i.ytimg.com/vi/WWFgCSlOUTI/default.jpg,4,209,1352,PT1H51M9S,2023-05-24T05:31:35Z,2023-05-24T07:22:45Z,2023-05-24T05:31:25Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
y3MhFzAaKoU,UCaIrY40rwEf51POKMybW-Eg,Nghề tay trái của Linh là diễn viên đó ghê hông P2 | ROLEPLAY | NIKA LAN LINH,2023-05-21T14:19:23Z,https://i.ytimg.com/vi/y3MhFzAaKoU/default.jpg,5,204,1292,PT2H29S,2023-05-21T12:00:51Z,2023-05-21T14:01:16Z,2023-05-21T12:00:41Z,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
2LuvEEnrOEY,UCaIrY40rwEf51POKMybW-Eg,Nghề tay trái của Linh là diễn viên đó ghê hông | ROLEPLAY | NIKA LAN LINH,2023-05-21T01:54:02Z,https://i.ytimg.com/vi/2LuvEEnrOEY/default.jpg,6,174,1102,PT1H42M35S,2023-05-20T12:00:59Z,2023-05-20T13:43:25Z,2023-05-20T12:00:41Z,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
MWZPJXEXloo,UCaIrY40rwEf51POKMybW-Eg,"Stream đánh úp, Handcam review đồ ăn của Linh | Handcam | NIKA LAN LINH",2023-05-20T02:05:00Z,https://i.ytimg.com/vi/MWZPJXEXloo/default.jpg,3,233,1551,PT1H51M25S,2023-05-19T12:01:36Z,2023-05-19T13:52:59Z,2023-05-19T12:01:28Z,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
SeFUKE4djrM,UCaIrY40rwEf51POKMybW-Eg,Xem Linh gánh team cùng những giáo án đặc dị mới nè | Liên Quân Mobile | NIKA LAN LINH,2023-05-18T18:36:07Z,https://i.ytimg.com/vi/SeFUKE4djrM/default.jpg,5,260,2772,PT4H11M14S,2023-05-18T12:03:42Z,2023-05-18T16:16:20Z,2023-05-18T12:03:28Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
Iwe2ws0dEPQ,UCaIrY40rwEf51POKMybW-Eg,hello | NIKA LAN LINH,2023-05-12T13:49:41Z,https://i.ytimg.com/vi/Iwe2ws0dEPQ/default.jpg,20,87,665,PT3M51S,2023-05-12T13:42:56Z,2023-05-12T13:46:45Z,2023-05-12T13:42:41Z,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
cQG-ATpgvUA,UCaIrY40rwEf51POKMybW-Eg,Lần Đầu Trải Nghiệm Game Hay Bước Vào Con Đường Nghiện Ngập Gacha |Honkai: Star Rail | NIKA LAN LINH,2023-05-06T15:04:31Z,https://i.ytimg.com/vi/cQG-ATpgvUA/default.jpg,3,240,2159,PT2H41M21S,2023-05-06T12:00:43Z,2023-05-06T14:41:57Z,2023-05-06T12:00:30Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
efhNQ4705LY,UCaIrY40rwEf51POKMybW-Eg,"""Linh"" Tử Phục và hành trình cứu vợ P2 | Áo Cưới Giấy 1 | NIKA LAN LINH",2023-05-04T16:03:19Z,https://i.ytimg.com/vi/efhNQ4705LY/default.jpg,3,217,1288,PT3H13M59S,2023-05-04T12:20:34Z,2023-05-04T15:34:36Z,2023-05-04T12:20:23Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Casual_game', 'https://en.wikipedia.org/wiki/Puzzle_video_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
utDeOTq7k1s,UCaIrY40rwEf51POKMybW-Eg,"Ăn Kẹo...... Biết bà Mai không... Mai Đi Học , Mai Đi Làm | NIKA LAN LINH",2023-05-03T18:56:50Z,https://i.ytimg.com/vi/utDeOTq7k1s/default.jpg,5,271,1792,PT5H30M18S,2023-05-03T12:15:16Z,2023-05-03T17:45:29Z,2023-05-03T12:15:03Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
1LO2dUldswQ,UCaIrY40rwEf51POKMybW-Eg,Sủa Lofi Cùng Chat | NIKA LAN LINH,2023-05-02T17:11:53Z,https://i.ytimg.com/vi/1LO2dUldswQ/default.jpg,5,317,1971,PT4H39M12S,2023-05-02T12:14:55Z,2023-05-02T16:54:08Z,2023-05-02T12:14:44Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
IClYj_l2FEc,UCaIrY40rwEf51POKMybW-Eg,Ăn Kẹo Ngày Giổ Tổ Hùng Vương Nè | NIKA LAN LINH,2023-04-29T16:26:21Z,https://i.ytimg.com/vi/IClYj_l2FEc/default.jpg,9,236,1691,PT3H31M2S,2023-04-29T12:33:35Z,2023-04-29T16:04:33Z,2023-04-29T12:33:25Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
xvoN5AX930E,UCaIrY40rwEf51POKMybW-Eg,Ăn Kẹo Ngày Giổ Tổ Hùng Vương Nè | NIKA LAN LINH,2023-04-29T12:35:37Z,https://i.ytimg.com/vi/xvoN5AX930E/default.jpg,1,68,407,PT17M21S,2023-04-29T12:14:49Z,2023-04-29T12:32:08Z,2023-04-29T12:14:44Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
jB55pwPFzFo,UCaIrY40rwEf51POKMybW-Eg,"Bắt ma cùng đồng bọn ft.Hải Quỳ, Linh và anh Sin và nhỏ Lan | Phasmophobia | NIKA LAN LINH",2023-04-20T01:37:59Z,https://i.ytimg.com/vi/jB55pwPFzFo/default.jpg,0,104,778,PT24M,2023-04-19T13:06:42Z,2023-04-19T13:30:44Z,2023-04-19T13:06:31Z,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
xXmR8Es7-h8,UCaIrY40rwEf51POKMybW-Eg,"Bắt ma cùng đồng bọn ft.Hải Quỳ, Linh và anh Sin | Phasmophobia | NIKA LAN LINH",2023-04-19T17:18:20Z,https://i.ytimg.com/vi/xXmR8Es7-h8/default.jpg,4,215,2052,PT3H27M3S,2023-04-19T13:32:16Z,2023-04-19T16:59:21Z,2023-04-19T13:32:03Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
tfsoH9ApgLg,UCaIrY40rwEf51POKMybW-Eg,"""Linh"" Tử Phục và hành trình cứu vợ P1 | Áo Cưới Giấy 1 | NIKA LAN LINH",2023-04-16T18:31:40Z,https://i.ytimg.com/vi/tfsoH9ApgLg/default.jpg,4,260,1853,PT5H10M37S,2023-04-16T12:00:33Z,2023-04-16T17:11:04Z,2023-04-16T12:00:19Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Casual_game', 'https://en.wikipedia.org/wiki/Puzzle_video_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
RPtIjhwECdA,UCaIrY40rwEf51POKMybW-Eg,"Liệu một chiếc ""thớt"" có thể sống sót giữa tận thế? | DYING LIGHT | NIKA LAN LINH",2023-04-15T17:52:13Z,https://i.ytimg.com/vi/RPtIjhwECdA/default.jpg,4,234,1541,PT4H37M48S,2023-04-15T12:00:23Z,2023-04-15T16:38:14Z,2023-04-15T12:00:07Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Casual_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
Zh2gsTUaH3k,UCaIrY40rwEf51POKMybW-Eg,Sinh Tồn Ngày Tận Thế | DYING LIGHT | NIKA LAN LINH,2023-04-13T16:38:58Z,https://i.ytimg.com/vi/Zh2gsTUaH3k/default.jpg,4,218,1235,PT3H17M22S,2023-04-13T12:01:42Z,2023-04-13T15:19:06Z,2023-04-13T12:01:29Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Casual_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
DN6WmKF5uiY,UCaIrY40rwEf51POKMybW-Eg,Sinh Tồn Giữa Các Zombie | DYING LIGHT | NIKA LAN LINH,2023-04-09T02:38:35Z,https://i.ytimg.com/vi/DN6WmKF5uiY/default.jpg,6,233,1384,PT1H50M13S,2023-04-08T12:38:43Z,2023-04-08T14:28:59Z,2023-04-08T12:38:30Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Casual_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
wnS3bQrs9DM,UCaIrY40rwEf51POKMybW-Eg,Để coi mí nhỏ Kani làm meme gì về Linh P2 | Reaction Meme | NIKA LAN LINH,2023-04-06T15:43:28Z,https://i.ytimg.com/vi/wnS3bQrs9DM/default.jpg,2,263,1726,PT2H10M31S,2023-04-06T12:00:39Z,2023-04-06T14:11:08Z,2023-04-06T12:00:28Z,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
oFBiYFCLIUc,UCaIrY40rwEf51POKMybW-Eg,Khui quà AniAni và tâm sự tuổi hồng thôi nào | Freetalk | NIKA LAN LINH,2023-04-02T17:17:38Z,https://i.ytimg.com/vi/oFBiYFCLIUc/default.jpg,5,319,2396,PT4H38M8S,2023-04-02T12:02:17Z,2023-04-02T16:40:23Z,2023-04-02T12:02:02Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
KE0p97pKoTw,UCaIrY40rwEf51POKMybW-Eg,Công bố sự thật chấn động gây lú | Tháng Tư Và Lời Nói Dối Của Em | Freetalk | NIKA LAN LINH,2023-04-02T02:02:59Z,https://i.ytimg.com/vi/KE0p97pKoTw/default.jpg,7,305,2097,PT1H41M5S,2023-04-01T12:00:17Z,2023-04-01T13:41:23Z,2023-04-01T12:00:08Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
6vtZ6ZH18i8,UCaIrY40rwEf51POKMybW-Eg,Để coi mí nhỏ Kani làm meme gì về Linh haaa | Reaction Meme | NIKA LAN LINH,2023-03-25T16:04:04Z,https://i.ytimg.com/vi/6vtZ6ZH18i8/default.jpg,8,279,1971,PT2H4M15S,2023-03-25T12:03:53Z,2023-03-25T14:08:04Z,2023-03-25T12:03:40Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
-jAC-FcTMDM,UCaIrY40rwEf51POKMybW-Eg,Sin dụ Linh vô bầy ngỗng sú với các bạn Vtuber khác | Goose Goose Duck | NIKA LAN LINH,2023-03-20T15:58:37Z,https://i.ytimg.com/vi/-jAC-FcTMDM/default.jpg,3,282,2080,PT2H13M6S,2023-03-20T13:13:00Z,2023-03-20T15:26:04Z,2023-03-20T13:12:49Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Casual_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
XysLn-4WUPE,UCaIrY40rwEf51POKMybW-Eg,Và đó là FlorentiLinh múa rất gắt | Liên Quân Mobile | NIKA LAN LINH,2023-03-18T17:22:47Z,https://i.ytimg.com/vi/XysLn-4WUPE/default.jpg,4,348,3624,PT3H3M13S,2023-03-18T12:01:55Z,2023-03-18T15:05:30Z,2023-03-18T12:01:46Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
sN3iN6pBAts,UCaIrY40rwEf51POKMybW-Eg,Đã lâu không ăn chút kẹo dẻo chứ hả | MARSHMALLOW | NIKA LAN LINH,2023-03-16T01:18:33Z,https://i.ytimg.com/vi/sN3iN6pBAts/default.jpg,0,89,621,PT21M38S,2023-03-15T12:31:53Z,2023-03-15T12:53:34Z,2023-03-15T12:31:41Z,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
9hQiyFkm3qc,UCaIrY40rwEf51POKMybW-Eg,Đã lâu không ăn chút kẹo dẻo chứ hả | MARSHMALLOW | NIKA LAN LINH,2023-03-15T17:53:07Z,https://i.ytimg.com/vi/9hQiyFkm3qc/default.jpg,15,288,2123,PT4H36M45S,2023-03-15T12:56:35Z,2023-03-15T17:33:20Z,2023-03-15T12:56:21Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
AWvzKppvCuE,UCaIrY40rwEf51POKMybW-Eg,Khám Răng Không ?  | Valorant | NIKA LAN LINH,2023-03-13T02:19:50Z,https://i.ytimg.com/vi/AWvzKppvCuE/default.jpg,5,200,1339,PT1H29M49S,2023-03-12T12:16:02Z,2023-03-12T13:45:49Z,2023-03-12T12:15:51Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
kltIyJ99ARI,UCaIrY40rwEf51POKMybW-Eg,Thử thách nhảy dù lụm ve chai với con game cực khó | RUST | NIKA LAN LINH,2023-03-11T19:29:03Z,https://i.ytimg.com/vi/kltIyJ99ARI/default.jpg,2,263,1814,PT4H17M48S,2023-03-11T12:00:47Z,2023-03-11T16:18:36Z,2023-03-11T12:00:34Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
x1y3fbhQ3vs,UCaIrY40rwEf51POKMybW-Eg,Tích trữ lương thực và vượt qua cơn đói cùng Thiên 3Di và Luvyie | Don't Starve | NIKA LAN LINH,2023-03-09T17:54:35Z,https://i.ytimg.com/vi/x1y3fbhQ3vs/default.jpg,5,279,1751,PT2H53M43S,2023-03-09T13:30:04Z,2023-03-09T16:23:44Z,2023-03-09T13:29:52Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
YNCgCoQq5OE,UCaIrY40rwEf51POKMybW-Eg,"Chúc các bạn nữ một ngày lễ tuyệt vời, Chúng ta hẹn hò đi | Freetalk | NIKA LAN LINH",2023-03-08T17:36:36Z,https://i.ytimg.com/vi/YNCgCoQq5OE/default.jpg,4,345,2317,PT3H49M9S,2023-03-08T12:03:29Z,2023-03-08T15:52:39Z,2023-03-08T12:03:14Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
ypg2jqCsOwg,UCaIrY40rwEf51POKMybW-Eg,Dẫn bạn Kanon đi muôn nơi | SONS OF THE FOREST | NIKA LAN LINH,2023-03-05T01:41:36Z,https://i.ytimg.com/vi/ypg2jqCsOwg/default.jpg,5,219,1619,PT1H25M39S,2023-03-04T12:01:03Z,2023-03-04T13:26:47Z,2023-03-04T12:00:50Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
jcVv68nZyZI,UCaIrY40rwEf51POKMybW-Eg,Cùng bạn Kanon sinh tồn cùng người rừng | KaNon | SONS OF THE FOREST | NIKA LAN LINH,2023-03-03T16:19:55Z,https://i.ytimg.com/vi/jcVv68nZyZI/default.jpg,1,302,2221,PT3H34M9S,2023-03-03T12:03:15Z,2023-03-03T15:37:17Z,2023-03-03T12:02:58Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
8yE-0BI9odg,UCaIrY40rwEf51POKMybW-Eg,Game Khám Phá Đảo Cực Chill | SONS OF THE FOREST | NIKA LAN LINH,2023-02-26T18:45:09Z,https://i.ytimg.com/vi/8yE-0BI9odg/default.jpg,6,377,2935,PT5H16M41S,2023-02-26T12:28:50Z,2023-02-26T17:46:40Z,2023-02-26T12:28:34Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
ujPn8ycxlS4,UCaIrY40rwEf51POKMybW-Eg,Liên liên liên liên... liên gì nhỉ? | NIKA LAN LINH,2023-02-19T18:59:13Z,https://i.ytimg.com/vi/ujPn8ycxlS4/default.jpg,5,479,4604,PT4H18M42S,2023-02-19T12:03:39Z,2023-02-19T16:22:16Z,2023-02-19T12:03:27Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
7foBUDGB1yg,UCaIrY40rwEf51POKMybW-Eg,Đặc vụ đa vũ trụ Lan Linh comeback nổ bùm | VALORANT | NIKA LAN LINH,2023-02-17T17:56:25Z,https://i.ytimg.com/vi/7foBUDGB1yg/default.jpg,6,339,2710,PT5H41S,2023-02-17T12:00:43Z,2023-02-17T17:01:18Z,2023-02-17T12:00:08Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
6rvEg_-SyyI,UCaIrY40rwEf51POKMybW-Eg,"Collab Uno cực căng cùng Lan, Rumia và Ringo Hime | UNO | NIKA LAN LINH",2023-02-17T03:13:26Z,https://i.ytimg.com/vi/6rvEg_-SyyI/default.jpg,6,271,2006,PT1H40M56S,2023-02-16T13:11:14Z,2023-02-16T14:52:12Z,2023-02-16T13:11:00Z,['https://en.wikipedia.org/wiki/Video_game_culture']
F0XPih1lcdM,UCaIrY40rwEf51POKMybW-Eg,Bà Hoàng sinh tồn và siêu thiện xạ | PUBG | NIKA LAN LINH,2023-02-15T17:00:14Z,https://i.ytimg.com/vi/F0XPih1lcdM/default.jpg,11,261,1562,PT3H27M29S,2023-02-15T12:00:09Z,2023-02-15T15:27:31Z,2023-02-15T11:59:25Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
baye0vUaX0o,UCaIrY40rwEf51POKMybW-Eg,Thể hiện lại khả năng hội họa pi-cát-xô-Linh nè | GARTIC PHONE | NIKA LAN LINH,2023-02-14T16:25:02Z,https://i.ytimg.com/vi/baye0vUaX0o/default.jpg,3,299,2224,PT3H45M51S,2023-02-14T12:02:52Z,2023-02-14T15:48:39Z,2023-02-14T12:02:33Z,['https://en.wikipedia.org/wiki/Video_game_culture']
LbR_rn2RzUY,UCaIrY40rwEf51POKMybW-Eg,Tam sao thất bản đơn giản mà ha ft. Linh Lan | GARTIC PHONE | NIKA LAN LINH,2023-02-12T16:06:24Z,https://i.ytimg.com/vi/LbR_rn2RzUY/default.jpg,3,225,1404,PT2H24M38S,2023-02-12T13:17:55Z,2023-02-12T15:42:39Z,2023-02-12T13:17:46Z,['https://en.wikipedia.org/wiki/Video_game_culture']
4NCub1qW7RM,UCaIrY40rwEf51POKMybW-Eg,Dẫn em gái Lan đi ghẹo mí nhỏ trong VR Chat | NIKA LAN LINH,2023-02-11T17:23:09Z,https://i.ytimg.com/vi/4NCub1qW7RM/default.jpg,2,291,1947,PT3H9M51S,2023-02-11T13:20:39Z,2023-02-11T16:30:25Z,2023-02-11T13:20:24Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
8smTUBMTtPc,UCaIrY40rwEf51POKMybW-Eg,Giáo Án Cực Kỳ Lạ Cho  Kani chơi Mobile Legend Bang Bang | MLBB | NIKA LAN LINH,2023-02-11T13:22:04Z,https://i.ytimg.com/vi/8smTUBMTtPc/default.jpg,1,27,199,PT43S,2023-02-11T13:19:35Z,2023-02-11T13:20:23Z,2023-02-11T13:19:23Z,['https://en.wikipedia.org/wiki/Video_game_culture']
kSwYdgJoeV4,UCaIrY40rwEf51POKMybW-Eg,Giáo Án Cực Kỳ Lạ Cho  Kani chơi Mobile Legend Bang Bang | MLBB | NIKA LAN LINH,2023-02-10T18:28:24Z,https://i.ytimg.com/vi/kSwYdgJoeV4/default.jpg,1,255,1941,PT5H23M6S,2023-02-10T12:36:16Z,2023-02-10T17:59:21Z,2023-02-10T12:36:04Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
uVe_PSuvrzU,UCaIrY40rwEf51POKMybW-Eg,Mọi người ơi vào xem Linh chơi xếp hình nè | Freetalk | NIKA LAN LINH,2023-02-07T18:28:20Z,https://i.ytimg.com/vi/uVe_PSuvrzU/default.jpg,3,367,2509,PT4H44M49S,2023-02-07T12:46:24Z,2023-02-07T17:31:15Z,2023-02-07T12:46:12Z,[]
_FIAD8UZi6E,UCaIrY40rwEf51POKMybW-Eg,Hôm nay đến lượt nhỏ Lan bận nên mình tâm sự thôi | FREETALK | NIKA LAN LINH,2023-02-04T03:35:28Z,https://i.ytimg.com/vi/_FIAD8UZi6E/default.jpg,4,311,2005,PT2H46M43S,2023-02-03T12:15:11Z,2023-02-03T15:01:58Z,2023-02-03T12:14:59Z,[]
rc013Ml3fsE,UCaIrY40rwEf51POKMybW-Eg,Tám Chuyện Sau Tết Nào | FreeTalk | NIKA LAN LINH,2023-01-29T15:39:00Z,https://i.ytimg.com/vi/rc013Ml3fsE/default.jpg,4,295,1871,PT1H58M24S,2023-01-29T13:11:45Z,2023-01-29T15:10:08Z,2023-01-29T13:11:28Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
2fEgHeb6No8,UCaIrY40rwEf51POKMybW-Eg,Thần Bài Miền Tây Nhầm Thầy Bói Lan Linh | Handcam | NIKA LAN LINH,2023-01-24T20:01:15Z,https://i.ytimg.com/vi/2fEgHeb6No8/default.jpg,5,439,3641,PT5H47M55S,2023-01-24T12:49:42Z,2023-01-24T18:37:41Z,2023-01-24T12:49:30Z,['https://en.wikipedia.org/wiki/Video_game_culture']
vxZwfnUelYU,UCaIrY40rwEf51POKMybW-Eg,Mừng TẾT Đến Và Lộc Đến Nhà Nhà  | Talkshow | NIKA LAN LINH,2023-01-23T04:31:15Z,https://i.ytimg.com/vi/vxZwfnUelYU/default.jpg,5,325,2549,PT3H32M47S,2023-01-22T12:33:39Z,2023-01-22T16:06:27Z,2023-01-22T12:33:24Z,[]
6pNmx7N7U9U,UCaIrY40rwEf51POKMybW-Eg,"Tiếng Anh Tiếng Em, Hello Hao A Diu? ft.Misora Kanon | NIKA LAN LINH",2023-01-21T03:06:43Z,https://i.ytimg.com/vi/6pNmx7N7U9U/default.jpg,5,252,1612,PT1H22M26S,2023-01-20T13:33:26Z,2023-01-20T14:55:57Z,2023-01-20T13:33:09Z,['https://en.wikipedia.org/wiki/Music']
A7cDAqhFoJI,UCaIrY40rwEf51POKMybW-Eg,Kani vẽ Cua làm Kani và Linh reaction lại Cua của Kani đó | NIKA LAN LINH,2023-01-14T19:30:30Z,https://i.ytimg.com/vi/A7cDAqhFoJI/default.jpg,6,313,2484,PT4H18M30S,2023-01-14T12:21:22Z,2023-01-14T16:39:49Z,2023-01-14T12:21:06Z,['https://en.wikipedia.org/wiki/Video_game_culture']
7-EcQ7iZjWE,UCaIrY40rwEf51POKMybW-Eg,Cùng Linh đi tìm Cua Shopee gét gô | FREETALK | NIKA LAN LINH,2023-01-11T18:17:42Z,https://i.ytimg.com/vi/7-EcQ7iZjWE/default.jpg,5,401,3233,PT4H43M8S,2023-01-11T13:00:58Z,2023-01-11T17:44:10Z,2023-01-11T13:00:45Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
JVSoGzWww7k,UCaIrY40rwEf51POKMybW-Eg,Kani vẽ Cua làm Kani và Linh reaction lại Cua của Kani đó | NIKA LAN LINH,2023-01-08T19:49:46Z,https://i.ytimg.com/vi/JVSoGzWww7k/default.jpg,4,365,2878,PT3H26M52S,2023-01-08T12:01:34Z,2023-01-08T15:28:27Z,2023-01-08T12:00:52Z,['https://en.wikipedia.org/wiki/Video_game_culture']
pGkyN0emQxc,UCaIrY40rwEf51POKMybW-Eg,Đừng chết đói khi ở cùng Linh và Kanon | Don't Starve Together | NIKA LAN LINH,2023-01-08T04:08:29Z,https://i.ytimg.com/vi/pGkyN0emQxc/default.jpg,6,325,2157,PT2H44M10S,2023-01-07T13:01:54Z,2023-01-07T15:45:59Z,2023-01-07T13:01:12Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
