Video_ID,Channel_ID,Video_Title,Published_At,Thumbnails,Comments,Likes,Views,Duration,Start_Time,End_Time,Scheduled_Time,Topic_Category
gQUTegG7gnI,UCaIrY40rwEf51POKMybW-Eg,Linh và những câu chuyện lạ lùng đầu năm | FREETALK | NIKA LAN LINH,2023-01-05T17:18:31Z,https://i.ytimg.com/vi/gQUTegG7gnI/default.jpg,3,377,2694,PT4H28M,2023-01-05T12:00:40Z,2023-01-05T16:28:37Z,2023-01-05T12:00:18Z,[]
H2d_8xy13gA,UCaIrY40rwEf51POKMybW-Eg,Tiệc Countdown 2023 cùng anh em tại VR Chat | NIKA LAN LINH,2022-12-31T20:50:28Z,https://i.ytimg.com/vi/H2d_8xy13gA/default.jpg,5,388,3673,PT5H16M9S,2022-12-31T14:06:12Z,2022-12-31T19:22:22Z,2022-12-31T14:05:58Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
i_U6j1u2_Fo,UCaIrY40rwEf51POKMybW-Eg,Bộ đôi Song Long của Nijigen tiếp tục càn quét | Valorant | NIKA LAN LINH,2022-12-30T17:30:56Z,https://i.ytimg.com/vi/i_U6j1u2_Fo/default.jpg,4,412,3535,PT5H1M27S,2022-12-30T12:02:14Z,2022-12-30T17:03:44Z,2022-12-30T12:02:00Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
epa1UVCji-U,UCaIrY40rwEf51POKMybW-Eg,Tổng hợp lại một năm báo nhà Nika và công ty | Talkshow | NIKA LAN LINH,2022-12-29T18:49:59Z,https://i.ytimg.com/vi/epa1UVCji-U/default.jpg,5,434,3559,PT5H1M26S,2022-12-29T13:02:44Z,2022-12-29T18:04:10Z,2022-12-29T13:02:31Z,['https://en.wikipedia.org/wiki/Video_game_culture']
IOJSu6U31yo,UCaIrY40rwEf51POKMybW-Eg,Lập tổ đội ăn gà cùng bà hoàng hội chợ Misora Kanon | PUBG | NIKA LAN LINH,2022-12-27T15:41:31Z,https://i.ytimg.com/vi/IOJSu6U31yo/default.jpg,5,371,3118,PT2H52M58S,2022-12-27T12:32:37Z,2022-12-27T15:25:33Z,2022-12-27T12:32:25Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
7g8bvt2pmew,UCaIrY40rwEf51POKMybW-Eg,Đón Giáng Sinh Cùng Linh  | VRCHAT | NIKA LAN LINH,2022-12-25T17:32:19Z,https://i.ytimg.com/vi/7g8bvt2pmew/default.jpg,10,569,5404,PT5H13M45S,2022-12-25T12:00:47Z,2022-12-25T17:14:25Z,2022-12-25T12:00:30Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
ohG9yPOj4eY,UCaIrY40rwEf51POKMybW-Eg,Để xem cả nhà Kani tặng quà Giáng Sinh gì cho Linh nào? | Handcam | NIKA LAN LINH,2022-12-22T19:44:44Z,https://i.ytimg.com/vi/ohG9yPOj4eY/default.jpg,6,471,4044,PT5H43M53S,2022-12-22T13:35:40Z,2022-12-22T19:19:33Z,2022-12-22T13:35:29Z,[]
4NDKtq1gZGg,UCaIrY40rwEf51POKMybW-Eg,"Để Linh ""spoil"" emotes mbs nhé | Talkshow | NIKA LAN LINH",2022-12-18T19:05:13Z,https://i.ytimg.com/vi/4NDKtq1gZGg/default.jpg,9,459,4203,PT6H41M12S,2022-12-18T12:00:58Z,2022-12-18T18:42:11Z,2022-12-18T12:00:47Z,['https://en.wikipedia.org/wiki/Video_game_culture']
MCLszVfx4jc,UCaIrY40rwEf51POKMybW-Eg,Thử thách bắn Valorant ăn me cùng anh Sin | VALORANT | NIKA LAN LINH,2022-12-17T17:59:21Z,https://i.ytimg.com/vi/MCLszVfx4jc/default.jpg,12,404,3460,PT5H3M43S,2022-12-17T12:31:32Z,2022-12-17T17:35:13Z,2022-12-17T12:31:21Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
j0TVl4NfyGU,UCaIrY40rwEf51POKMybW-Eg,Ăn Kẹo Cùng Cua Nào... Cuối Năm Rồi Chúng Ta Đạt Được Gì Nào.... | MARSHMALLOW | NIKA LAN LINH,2022-12-15T17:15:44Z,https://i.ytimg.com/vi/j0TVl4NfyGU/default.jpg,10,358,2456,PT4H54M,2022-12-15T12:01:42Z,2022-12-15T16:55:42Z,2022-12-15T12:00:42Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
TMAm3ThMYYA,UCaIrY40rwEf51POKMybW-Eg,Buổi phẩu thuật bất ổn cùng đồng nghiệp Akatsuki Ban Mai | Surgeon Simulator 2 | NIKA LAN LINH,2022-12-11T15:52:36Z,https://i.ytimg.com/vi/TMAm3ThMYYA/default.jpg,8,398,2753,PT2H21M24S,2022-12-11T13:19:28Z,2022-12-11T15:40:50Z,2022-12-11T13:19:17Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
xc2RhrK50Ko,UCaIrY40rwEf51POKMybW-Eg,Bà hoàng game VR quay trở lại với con game chiến | HalfLife Alyx | NIKA LAN LINH,2022-12-10T14:54:00Z,https://i.ytimg.com/vi/xc2RhrK50Ko/default.jpg,7,318,2233,PT2H33M42S,2022-12-10T12:01:38Z,2022-12-10T14:35:24Z,2022-12-10T12:01:26Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
hkKCXXLbSB4,UCaIrY40rwEf51POKMybW-Eg,8 30s nào| NIKA LAN LINH,2022-12-09T16:17:29Z,https://i.ytimg.com/vi/hkKCXXLbSB4/default.jpg,6,359,2402,PT2H28M,2022-12-09T13:40:34Z,2022-12-09T16:08:33Z,2022-12-09T13:40:21Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
xvq7PNCJDq0,UCaIrY40rwEf51POKMybW-Eg,1 2 3 đếm xem nay Linh ăn bao nhiu cái kẹo dẻo | MARSHMALLOW | NIKA LAN LINH,2022-12-08T17:40:22Z,https://i.ytimg.com/vi/xvq7PNCJDq0/default.jpg,12,396,2847,PT3H19M49S,2022-12-08T12:00:41Z,2022-12-08T15:20:25Z,2022-12-08T12:00:27Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
njynszUJ3BU,UCaIrY40rwEf51POKMybW-Eg,Nika Lan Linh Padoru #shorts,2022-12-07T12:00:34Z,https://i.ytimg.com/vi/njynszUJ3BU/default.jpg,44,468,3016,PT11S,,,,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
kQye8j3o_Xw,UCaIrY40rwEf51POKMybW-Eg,Đầu tháng có gì vui? | Freetalk | NIKA LAN LINH,2022-12-03T15:36:28Z,https://i.ytimg.com/vi/kQye8j3o_Xw/default.jpg,10,453,3589,PT3H20M14S,2022-12-03T11:59:57Z,2022-12-03T15:20:07Z,2022-12-03T11:59:47Z,['https://en.wikipedia.org/wiki/Video_game_culture']
RbZrxXQxTmE,UCaIrY40rwEf51POKMybW-Eg,Lần đầu làm đặc vụ Valorant bất ổn | VALORANT | NIKA LAN LINH,2022-12-02T16:40:08Z,https://i.ytimg.com/vi/RbZrxXQxTmE/default.jpg,12,453,3690,PT4H11M52S,2022-12-02T12:01:12Z,2022-12-02T16:13:00Z,2022-12-02T12:01:02Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
powdZzM2_NM,UCaIrY40rwEf51POKMybW-Eg,Một chiếc Stream cuối tháng... Linh không nói là nhớ Cua đâu...| NIKA LAN LINH,2022-11-30T15:40:05Z,https://i.ytimg.com/vi/powdZzM2_NM/default.jpg,10,456,2664,PT2H44M47S,2022-11-30T12:16:19Z,2022-11-30T15:01:08Z,2022-11-30T12:16:03Z,['https://en.wikipedia.org/wiki/Video_game_culture']
c5eGxGtvQms,UCaIrY40rwEf51POKMybW-Eg,Ai là chị ai là em liệu có thay đổi | NIKA LAN LINH & NIKA LINH LAN,2022-11-27T15:36:49Z,https://i.ytimg.com/vi/c5eGxGtvQms/default.jpg,4,591,6315,PT2H51M58S,2022-11-27T12:35:17Z,2022-11-27T15:27:12Z,2022-11-27T12:35:04Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
CJV4Z8LGxEg,UCaIrY40rwEf51POKMybW-Eg,Ui cha qua của mọi người nhiều vậy sao | NIKA LAN LINH,2022-11-26T15:59:10Z,https://i.ytimg.com/vi/CJV4Z8LGxEg/default.jpg,3,406,3210,PT3H44M54S,2022-11-26T12:01:56Z,2022-11-26T15:46:51Z,2022-11-26T12:01:45Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
uQr-j6q872E,UCaIrY40rwEf51POKMybW-Eg,Học Sinh Lớp Lá Vẽ Nè | NIKA LAN LINH,2022-11-24T14:57:48Z,https://i.ytimg.com/vi/uQr-j6q872E/default.jpg,9,372,2683,PT2H43M42S,2022-11-24T12:01:42Z,2022-11-24T14:45:17Z,2022-11-24T12:01:27Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
ofxFMan6lO0,UCaIrY40rwEf51POKMybW-Eg,Vị vua dân tổ comeback cực mạnh cùng màn debut SuperChat | NfsHeat | NIKA LAN LINH,2022-11-20T16:07:34Z,https://i.ytimg.com/vi/ofxFMan6lO0/default.jpg,8,382,3163,PT2H30M7S,2022-11-20T13:06:52Z,2022-11-20T15:37:02Z,2022-11-20T13:06:35Z,['https://en.wikipedia.org/wiki/Video_game_culture']
lYr602U5QXU,UCaIrY40rwEf51POKMybW-Eg,Vị vua dân tổ comeback cực mạnh cùng màn debut SuperChat | NfsHeat | NIKA LAN LINH,2022-11-20T13:05:44Z,https://i.ytimg.com/vi/lYr602U5QXU/default.jpg,2,124,819,PT10M11S,2022-11-20T12:53:27Z,2022-11-20T13:03:40Z,2022-11-20T12:53:14Z,"['https://en.wikipedia.org/wiki/Puzzle_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
CywfS__Fbiw,UCaIrY40rwEf51POKMybW-Eg,Vị vua dân tổ comeback cực mạnh cùng màn debut SuperChat | NfsHeat | NIKA LAN LINH,2022-11-20T12:48:35Z,https://i.ytimg.com/vi/CywfS__Fbiw/default.jpg,3,198,1157,PT34M7S,2022-11-20T12:01:47Z,2022-11-20T12:35:57Z,2022-11-20T12:01:34Z,['https://en.wikipedia.org/wiki/Video_game_culture']
nz_uBa1A3BA,UCaIrY40rwEf51POKMybW-Eg,Đối đầu Misora Kanon bằng chiến lược bất động sản siêu vĩ mô | Business Tour | NIKA LAN LINH,2022-11-19T15:29:51Z,https://i.ytimg.com/vi/nz_uBa1A3BA/default.jpg,7,494,4360,PT3H12M19S,2022-11-19T12:01:27Z,2022-11-19T15:13:48Z,2022-11-19T12:01:12Z,"['https://en.wikipedia.org/wiki/Casual_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
vOV4pwD6bzQ,UCaIrY40rwEf51POKMybW-Eg,Mấy nhỏ kia kể Linh nghe xem đi fes có vui không nào? | NIKA LAN LINH,2022-11-17T13:51:28Z,https://i.ytimg.com/vi/vOV4pwD6bzQ/default.jpg,7,286,2106,PT1H43M24S,2022-11-17T12:01:05Z,2022-11-17T13:44:29Z,2022-11-17T12:00:52Z,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
ab6HVdSzFQg,UCaIrY40rwEf51POKMybW-Eg,7 8 9 với Linh nào....,2022-11-12T11:27:23Z,https://i.ytimg.com/vi/ab6HVdSzFQg/default.jpg,12,325,2109,PT1H5M56S,2022-11-12T10:15:33Z,2022-11-12T11:21:30Z,2022-11-12T10:15:18Z,['https://en.wikipedia.org/wiki/Video_game_culture']
5LJmCk0X0Lo,UCaIrY40rwEf51POKMybW-Eg,Lâu ngày không gặp hôm nay ta hẹn trên VR Chat nhé | NIKA LAN LINH,2022-11-11T13:56:10Z,https://i.ytimg.com/vi/5LJmCk0X0Lo/default.jpg,7,364,2749,PT1H45M8S,2022-11-11T12:01:20Z,2022-11-11T13:46:29Z,2022-11-11T12:01:04Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
H0SLzW6lP8I,UCaIrY40rwEf51POKMybW-Eg,Chào buổi sáng!,2022-11-10T11:24:08Z,https://i.ytimg.com/vi/H0SLzW6lP8I/default.jpg,21,312,1859,PT43M34S,2022-11-09T22:37:52Z,2022-11-09T23:21:28Z,2022-11-09T22:30:00Z,['https://en.wikipedia.org/wiki/Video_game_culture']
pftrIB63M_Y,UCaIrY40rwEf51POKMybW-Eg,Kẹo dẻo nhiều quá hôm nay lại ăn tiếp thôi | MARSHMALLOW | NIKA LAN LINH,2022-11-09T17:25:23Z,https://i.ytimg.com/vi/pftrIB63M_Y/default.jpg,9,632,4576,PT5H42S,2022-11-09T12:01:29Z,2022-11-09T17:02:48Z,2022-11-09T12:00:31Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
VMf5dR12vNA,UCaIrY40rwEf51POKMybW-Eg,Thử thách nào sẽ chờ đợi Linh ngày hôm nay? | Lucky Wheel | NIKA LAN LINH,2022-11-06T14:30:44Z,https://i.ytimg.com/vi/VMf5dR12vNA/default.jpg,10,413,3383,PT2H19M48S,2022-11-06T11:59:54Z,2022-11-06T14:19:38Z,2022-11-06T11:59:39Z,[]
9Occw380HNM,UCaIrY40rwEf51POKMybW-Eg,Giáo án 0/18 quá dễ với Linh | Mobile Legend Bang Bang | NIKA LAN LINH,2022-11-06T03:19:34Z,https://i.ytimg.com/vi/9Occw380HNM/default.jpg,9,384,3039,PT3H1M37S,2022-11-05T12:03:10Z,2022-11-05T15:04:46Z,2022-11-05T12:02:55Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
_oeD4Lj7GNU,UCaIrY40rwEf51POKMybW-Eg,Chiến thần cuốc đất đã quay trở lại | Getting Over It | NIKA LAN LINH,2022-11-03T13:58:38Z,https://i.ytimg.com/vi/_oeD4Lj7GNU/default.jpg,15,359,2881,PT1H49M40S,2022-11-03T12:00:37Z,2022-11-03T13:50:10Z,2022-11-03T12:00:22Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
zF2Nu0Lkyzk,UCaIrY40rwEf51POKMybW-Eg,Ú òa... chuyện ma fan kể | Freetalk | NIKA LAN LINH,2022-10-30T16:05:54Z,https://i.ytimg.com/vi/zF2Nu0Lkyzk/default.jpg,10,524,3806,PT3H49M5S,2022-10-30T12:02:37Z,2022-10-30T15:51:45Z,2022-10-30T12:02:23Z,[]
kX00clVglzk,UCaIrY40rwEf51POKMybW-Eg,Ú òa... chuyện ma fan kể | Freetalk | NIKA LAN LINH,2022-10-30T15:54:16Z,https://i.ytimg.com/vi/kX00clVglzk/default.jpg,20,112,675,PT14S,2022-10-30T15:52:54Z,2022-10-30T15:53:06Z,2022-10-30T15:52:37Z,[]
iGfV1vXYg_0,UCaIrY40rwEf51POKMybW-Eg,Ăn Kẹo Hay bị Ghẹo | MARSHMALLOW | NIKA LAN LINH,2022-10-26T14:36:50Z,https://i.ytimg.com/vi/iGfV1vXYg_0/default.jpg,14,409,2932,PT2H10M35S,2022-10-26T12:15:37Z,2022-10-26T14:26:11Z,2022-10-26T12:15:27Z,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
0BZ8y9CzUVY,UCaIrY40rwEf51POKMybW-Eg,Hủy diệt Zombie bằng sức mạnh Veggie | PvZ Garden Warfare | NIKA LAN LINH,2022-10-22T15:29:10Z,https://i.ytimg.com/vi/0BZ8y9CzUVY/default.jpg,11,458,3333,PT3H10M8S,2022-10-22T12:02:14Z,2022-10-22T15:12:22Z,2022-10-22T12:02:04Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
ZFyEbgce0cE,UCaIrY40rwEf51POKMybW-Eg,Cặp đôi song long của Nijigen ăn chắc Top 1 | PUBG | NIKA LAN LINH,2022-10-21T16:48:16Z,https://i.ytimg.com/vi/ZFyEbgce0cE/default.jpg,8,466,3842,PT3H1M57S,2022-10-21T13:31:42Z,2022-10-21T16:33:39Z,2022-10-21T13:31:32Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
55C0k-Kxb0c,UCaIrY40rwEf51POKMybW-Eg,Đua xe tráy phố | Need for Speed Heat | NIKA LAN LINH,2022-10-18T15:39:05Z,https://i.ytimg.com/vi/55C0k-Kxb0c/default.jpg,8,473,3392,PT2H51M44S,2022-10-18T12:30:36Z,2022-10-18T15:22:20Z,2022-10-18T12:30:25Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Racing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
Bi83fbM1wP4,UCaIrY40rwEf51POKMybW-Eg,Tập hát với Linh hông mấy bạn cua? | KARAOKE | NIKA LAN LINH,2022-10-15T16:42:00Z,https://i.ytimg.com/vi/Bi83fbM1wP4/default.jpg,7,602,5074,PT4H1M28S,2022-10-15T11:59:35Z,2022-10-15T16:01:01Z,2022-10-15T11:59:24Z,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
LMM1-HCANcA,UCaIrY40rwEf51POKMybW-Eg,Cùng xem các Cua trổ tài họa sĩ vẽ Linart nào | Talkshow | NIKA LAN LINH,2022-10-14T16:22:08Z,https://i.ytimg.com/vi/LMM1-HCANcA/default.jpg,13,573,4292,PT4H3M46S,2022-10-14T12:00:24Z,2022-10-14T16:04:09Z,2022-10-14T12:00:10Z,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
NDqPj8qpV2o,UCaIrY40rwEf51POKMybW-Eg,Zombie đông thế nào chị em tui cũng chấp hết | Plants vs Zombie GW | NIKA LAN LINH,2022-10-12T16:45:12Z,https://i.ytimg.com/vi/NDqPj8qpV2o/default.jpg,10,664,5874,PT3H29M46S,2022-10-12T13:01:08Z,2022-10-12T16:30:55Z,2022-10-12T13:00:53Z,['https://en.wikipedia.org/wiki/Video_game_culture']
GV4WYhVOTGM,UCaIrY40rwEf51POKMybW-Eg,Giáo Án mới cho Kani chơi Mobile Legend Bang Bang | MLBB | NIKA LAN LINH,2022-10-11T16:36:01Z,https://i.ytimg.com/vi/GV4WYhVOTGM/default.jpg,11,523,4372,PT3H25M10S,2022-10-11T12:47:51Z,2022-10-11T16:12:59Z,2022-10-11T12:47:37Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
xpl7vSXUUJU,UCaIrY40rwEf51POKMybW-Eg,Giáo Án mới cho Kani chơi Mobile Legend Bang Bang | MLBB | NIKA LAN LINH,2022-10-11T12:52:15Z,https://i.ytimg.com/vi/xpl7vSXUUJU/default.jpg,11,318,2088,PT46M30S,2022-10-11T12:00:18Z,2022-10-11T12:46:53Z,2022-10-11T12:00:04Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
Q2OlUuSB3zc,UCaIrY40rwEf51POKMybW-Eg,Cuối tuần là phải ăn Cua với Kẹo Dẻo | MARSHMALLOW | NIKA LAN LINH,2022-10-09T17:37:42Z,https://i.ytimg.com/vi/Q2OlUuSB3zc/default.jpg,26,754,6544,PT5H8M36S,2022-10-09T12:01:45Z,2022-10-09T17:10:19Z,2022-10-09T12:01:35Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
KQiZg6vUj5I,UCaIrY40rwEf51POKMybW-Eg,Chiến binh bảo vệ thế giới mới | OVERWATCH 2 | NIKA LAN LINH,2022-10-08T15:20:08Z,https://i.ytimg.com/vi/KQiZg6vUj5I/default.jpg,8,528,3658,PT2H53M47S,2022-10-08T12:04:36Z,2022-10-08T14:58:20Z,2022-10-08T12:04:27Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
imtdlgPuOWU,UCaIrY40rwEf51POKMybW-Eg,Tổ lái phá đảo mọi cung đường | NFS HEAT | NIKA LAN LINH,2022-10-06T15:03:21Z,https://i.ytimg.com/vi/imtdlgPuOWU/default.jpg,10,545,4267,PT2H44M57S,2022-10-06T12:01:37Z,2022-10-06T14:46:34Z,2022-10-06T12:01:24Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Racing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
8IIQth_1oCM,UCaIrY40rwEf51POKMybW-Eg,Tương Lai Của Chúng Ta | Talkshow | NIKA LAN LINH,2022-10-05T14:09:58Z,https://i.ytimg.com/vi/8IIQth_1oCM/default.jpg,10,477,3234,PT1H39M11S,2022-10-05T12:02:52Z,2022-10-05T13:42:01Z,2022-10-05T12:02:40Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
zTRnYNhtHCg,UCaIrY40rwEf51POKMybW-Eg,Thanh lý môn hộ nhà Nika | Talkshow | NIKA LAN LINH,2022-10-02T15:20:57Z,https://i.ytimg.com/vi/zTRnYNhtHCg/default.jpg,11,555,4559,PT2H53M53S,2022-10-02T12:02:30Z,2022-10-02T14:56:21Z,2022-10-02T12:02:18Z,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
LiqK1HzZFEE,UCaIrY40rwEf51POKMybW-Eg,Giải đố bằng giọng hát siêu mượt | FREETALK | NIKA LAN LINH,2022-10-01T14:22:41Z,https://i.ytimg.com/vi/LiqK1HzZFEE/default.jpg,6,494,3154,PT2H4M50S,2022-10-01T12:02:00Z,2022-10-01T14:06:53Z,2022-10-01T12:01:54Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Puzzle_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
Ow16Hsb8A9U,UCaIrY40rwEf51POKMybW-Eg,Giải đố bằng giọng hát siêu mượt | FREETALK | NIKA LAN LINH,2022-09-30T14:11:00Z,https://i.ytimg.com/vi/Ow16Hsb8A9U/default.jpg,5,519,2763,PT1H15M7S,2022-09-30T12:43:13Z,2022-09-30T13:58:22Z,2022-09-30T12:43:02Z,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
yC-K1Lel6Ag,UCaIrY40rwEf51POKMybW-Eg,Hôm nay nghe Linh kể chuyện ma nhé | FREETALK | NIKA LAN LINH,2022-09-29T14:47:14Z,https://i.ytimg.com/vi/yC-K1Lel6Ag/default.jpg,10,517,3534,PT2H9M3S,2022-09-29T12:01:30Z,2022-09-29T14:10:27Z,2022-09-29T12:01:20Z,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
Qq6Dc_mzS-E,UCaIrY40rwEf51POKMybW-Eg,Các bạn muốn xem Linh roleplay ai nào? | FREETALK | NIKA LAN LINH,2022-09-25T15:00:48Z,https://i.ytimg.com/vi/Qq6Dc_mzS-E/default.jpg,6,596,4102,PT2H32M39S,2022-09-25T12:01:08Z,2022-09-25T14:33:42Z,2022-09-25T12:00:54Z,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
jCeVP8_Plv4,UCaIrY40rwEf51POKMybW-Eg,Giải mã những câu đố bằng âm nhạc | One Hand Clapping | NIKA LAN LINH,2022-09-24T13:50:19Z,https://i.ytimg.com/vi/jCeVP8_Plv4/default.jpg,7,460,3104,PT1H38M40S,2022-09-24T12:00:18Z,2022-09-24T13:38:55Z,2022-09-24T12:00:06Z,['https://en.wikipedia.org/wiki/Puzzle_video_game']
_GzNAXNy56c,UCaIrY40rwEf51POKMybW-Eg,Lần đầu chơi nhưng sẽ cố giành Top 1 | PUBG | NIKA LAN LINH,2022-09-22T15:27:09Z,https://i.ytimg.com/vi/_GzNAXNy56c/default.jpg,6,405,2930,PT1H46M58S,2022-09-22T13:24:17Z,2022-09-22T15:11:15Z,2022-09-22T13:24:01Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
KeSW7E7gT4c,UCaIrY40rwEf51POKMybW-Eg,Lần đầu chơi nhưng sẽ cố giành Top 1 | PUBG | NIKA LAN LINH,2022-09-22T13:30:40Z,https://i.ytimg.com/vi/KeSW7E7gT4c/default.jpg,5,444,2802,PT1H18M32S,2022-09-22T12:00:53Z,2022-09-22T13:19:20Z,2022-09-22T12:00:39Z,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
eOU4EiH-Ht4,UCaIrY40rwEf51POKMybW-Eg,Ca nhạc bù hôm Linh bị bệnh nè | KARAOKE | NIKA LAN LINH,2022-09-17T15:21:53Z,https://i.ytimg.com/vi/eOU4EiH-Ht4/default.jpg,16,855,6838,PT2H57M25S,2022-09-17T12:00:18Z,2022-09-17T14:59:31Z,2022-09-17T12:00:06Z,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']"
JaQN8nY5RGs,UCaIrY40rwEf51POKMybW-Eg,Giả lập chạy bộ vượt chướng ngại vật cùng các bạn Cua | Stumble Guys | NIKA LAN LINH,2022-09-16T14:30:37Z,https://i.ytimg.com/vi/JaQN8nY5RGs/default.jpg,4,442,3414,PT2H5M52S,2022-09-16T12:01:00Z,2022-09-16T14:06:56Z,2022-09-16T12:00:52Z,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']"
